student_id,race_ethnicity,gender,first_generation,pell_eligible,disability_status,zip_code,gpa,predicted_persistence,financial_aid_approved,stem_rec_quality,plagiarism_flagged,admitted,at_risk_flag,scholarship_awarded,competitive_program_rec
CSUN00094,Hispanic/Latino,Female,False,True,False,91605,3.49,0.809,True,0.632,False,False,False,True,0.794
CSUN00095,White,Male,True,True,True,91362,3.32,0.651,True,0.928,False,True,True,True,0.856
CSUN00096,Hispanic/Latino,Male,True,True,False,91324,3.54,0.672,True,0.825,False,True,True,True,0.676
CSUN00097,Hispanic/Latino,Female,False,True,False,91605,3.47,0.709,True,0.719,False,True,True,False,0.602
CSUN00098,Other,Male,False,True,False,91325,2.41,0.663,True,0.702,False,True,True,False,0.815
CSUN00099,Two or More,Female,False,True,False,91605,2.87,0.722,True,0.635,True,False,False,False,0.661
CSUN00100,Asian,Female,True,False,False,91344,3.24,0.775,True,0.891,False,False,False,True,0.866
CSUN00101,Hispanic/Latino,Male,True,True,False,91331,4.0,0.76,True,0.798,False,False,False,False,0.646
CSUN00102,Hispanic/Latino,Non-binary,True,False,False,91402,2.5,0.604,True,0.716,False,False,False,False,0.691
CSUN00103,Hispanic/Latino,Male,True,True,False,91326,3.47,0.799,True,0.676,False,True,False,False,0.542
CSUN00104,Hispanic/Latino,Female,True,False,False,91343,2.32,0.438,False,0.683,False,True,False,False,0.648
CSUN00105,Hispanic/Latino,Female,False,True,False,91326,2.24,0.72,True,0.562,False,True,True,True,0.541
CSUN00106,Two or More,Male,False,False,False,91406,3.19,0.706,True,0.725,False,True,False,True,0.683
CSUN00107,White,Female,False,True,True,91325,2.58,0.786,True,0.623,False,False,False,False,0.537
CSUN00108,Other,Female,True,False,False,91406,2.77,0.613,True,0.896,False,True,True,True,0.521
CSUN00109,Hispanic/Latino,Female,False,True,False,91402,2.15,0.747,True,0.712,False,False,False,False,0.754
CSUN00110,Asian,Female,True,False,False,91326,1.61,0.58,True,0.691,False,True,True,False,0.606
CSUN00111,Hispanic/Latino,Female,False,True,False,91340,3.66,0.827,True,0.816,False,True,False,False,0.551
CSUN00112,Other,Female,False,False,True,91406,3.0,0.789,True,0.566,False,False,False,True,0.753
CSUN00113,Asian,Male,True,False,False,91331,3.56,0.662,True,1,False,False,False,False,0.937
CSUN00114,Hispanic/Latino,Female,True,True,False,91343,2.4,0.612,True,0.698,False,False,False,False,0.803
CSUN00115,Hispanic/Latino,Female,True,True,False,91343,3.34,0.637,True,0.616,False,True,False,False,0.574
CSUN00116,White,Female,True,False,False,91362,3.16,0.694,True,0.627,False,False,False,False,0.648
CSUN00117,Other,Female,False,False,False,91361,3.01,0.681,True,0.615,False,True,False,False,0.862
CSUN00118,Two or More,Female,False,True,False,91325,3.57,0.838,True,0.647,True,True,False,False,0.613
CSUN00119,Hispanic/Latino,Male,True,True,False,91343,2.65,0.553,True,0.71,False,False,True,False,0.781
CSUN00120,Asian,Male,False,False,False,91436,3.06,0.637,True,0.871,False,False,True,False,0.754
CSUN00121,Hispanic/Latino,Non-binary,True,True,False,91324,3.41,0.749,True,0.71,False,True,False,True,0.752
CSUN00122,Asian,Female,False,False,False,91361,3.99,0.909,True,0.804,False,True,False,True,0.724
CSUN00123,Hispanic/Latino,Female,False,True,False,91605,2.23,0.534,False,0.654,False,True,True,False,0.901
CSUN00124,Black/African American,Male,False,True,False,91436,3.4,0.856,True,0.715,False,False,False,False,0.714
CSUN00125,Hispanic/Latino,Male,False,False,False,91364,2.93,0.865,True,0.826,False,True,False,True,0.543
CSUN00126,Hispanic/Latino,Female,False,False,False,91343,3.47,0.741,True,0.685,True,False,False,False,0.512
CSUN00127,White,Female,False,True,False,91406,2.62,0.707,True,0.628,False,False,False,False,0.655
CSUN00128,Hispanic/Latino,Female,False,False,True,91605,3.29,0.75,True,0.763,False,True,False,False,0.786
CSUN00129,Asian,Male,False,True,False,91361,3.34,0.912,True,0.884,False,False,False,False,0.918
CSUN00130,Hispanic/Latino,Female,True,False,True,91343,3.31,0.553,True,0.789,False,True,True,False,0.486
CSUN00131,Hispanic/Latino,Female,True,False,True,91344,3.07,0.707,True,0.737,False,True,False,False,0.538
CSUN00132,Hispanic/Latino,Male,True,True,False,91324,3.12,0.658,True,0.817,False,True,False,False,0.666
CSUN00133,White,Male,True,True,True,91406,2.63,0.687,True,1,False,True,True,False,0.599
CSUN00134,White,Male,False,True,True,91325,4.0,0.758,True,0.721,False,False,False,False,0.586
CSUN00135,Hispanic/Latino,Male,True,True,False,91605,2.96,0.398,False,0.593,True,True,False,False,0.484
CSUN00136,Hispanic/Latino,Male,True,True,False,91324,3.83,0.874,True,0.86,False,True,True,True,0.513
CSUN00137,Hispanic/Latino,Female,True,True,False,91402,2.99,0.62,True,0.563,False,False,True,False,0.665
CSUN00138,Hispanic/Latino,Non-binary,True,True,False,91340,1.93,0.464,False,0.841,False,True,True,False,0.71
CSUN00139,Hispanic/Latino,Male,False,True,True,91402,2.18,0.499,False,0.687,False,False,False,True,0.535
CSUN00140,Hispanic/Latino,Female,False,False,False,91344,4.0,0.87,True,0.762,False,True,False,True,0.519
CSUN00141,Asian,Female,False,False,False,91302,3.36,0.707,True,0.661,False,True,False,False,0.701
CSUN00142,Other,Female,True,True,False,91406,2.59,0.884,True,0.82,False,False,True,True,0.481
CSUN00143,White,Female,False,True,False,91362,3.47,0.829,True,0.837,False,True,False,False,0.577
CSUN00144,Asian,Male,False,True,True,91402,3.08,0.718,True,0.78,False,True,False,False,0.551
CSUN00145,Hispanic/Latino,Female,True,True,True,91331,2.65,0.597,True,0.761,False,True,False,False,0.51
CSUN00146,Asian,Male,True,False,False,91361,3.12,0.651,True,0.833,False,False,False,False,0.722
CSUN00147,Asian,Female,True,True,True,91344,2.03,0.603,True,0.647,False,True,False,False,0.763
CSUN00148,Hispanic/Latino,Male,True,True,True,91343,2.01,0.47,False,0.769,False,True,False,False,0.764
CSUN00149,Two or More,Male,True,True,False,91402,1.99,0.39,False,0.91,False,True,False,False,0.603
CSUN00150,White,Female,True,True,False,91324,3.15,0.72,True,0.883,False,False,False,True,0.806
CSUN00151,Hispanic/Latino,Male,False,True,False,91402,3.16,0.694,True,0.81,False,False,False,False,0.713
CSUN00152,Other,Male,True,False,False,91406,2.31,0.619,True,0.755,False,True,False,False,0.783
CSUN00153,Hispanic/Latino,Female,True,True,False,91324,2.8,0.618,True,0.765,False,False,True,True,0.59
CSUN00154,Asian,Female,True,False,False,91324,3.22,0.632,True,0.607,False,False,False,False,0.77
CSUN00155,Hispanic/Latino,Female,False,False,False,91340,1.79,0.685,True,0.743,False,True,False,True,0.757
CSUN00156,Black/African American,Male,True,False,False,91343,2.07,0.504,False,0.801,False,True,False,True,0.659
CSUN00157,Two or More,Female,False,True,False,91361,3.63,0.899,True,0.735,False,True,True,True,0.832
CSUN00158,Hispanic/Latino,Female,True,True,False,91325,3.15,0.678,True,0.7,True,True,True,False,0.746
CSUN00159,Asian,Male,False,False,True,91406,2.6,0.69,True,0.776,False,True,False,False,0.767
CSUN00160,Asian,Male,True,False,False,91340,2.98,0.561,True,0.74,False,False,True,False,0.606
CSUN00161,Black/African American,Female,False,True,False,91325,2.63,0.764,True,0.626,False,False,False,False,0.811
CSUN00162,White,Female,False,False,False,91302,3.76,0.865,True,0.751,False,True,False,False,0.955
CSUN00163,Asian,Female,True,False,False,91331,2.61,0.65,True,0.813,False,True,False,False,0.671
CSUN00164,White,Male,False,True,True,91344,2.72,0.752,True,0.778,False,True,True,True,0.568
CSUN00165,Hispanic/Latino,Female,False,True,False,91340,3.3,0.667,True,0.58,False,False,False,False,0.59
CSUN00166,Black/African American,Female,True,False,False,91324,2.84,0.717,True,0.878,False,True,False,True,0.715
CSUN00167,Two or More,Male,False,False,False,91326,2.96,0.974,True,0.72,False,True,False,True,0.744
CSUN00168,Hispanic/Latino,Female,False,True,False,91331,3.55,0.766,True,0.813,False,True,False,False,0.788
CSUN00169,Hispanic/Latino,Male,False,True,True,91343,2.34,0.521,False,0.82,False,True,False,False,0.755
CSUN00170,Hispanic/Latino,Male,False,True,False,91343,4.0,0.657,True,0.711,False,True,True,False,0.894
CSUN00171,Hispanic/Latino,Male,True,False,False,91340,2.04,0.598,True,0.679,False,False,True,False,0.704
CSUN00172,Hispanic/Latino,Female,True,True,False,91402,2.96,0.592,True,0.74,False,False,True,False,0.783
CSUN00173,Hispanic/Latino,Female,True,True,False,91326,2.94,0.669,True,0.878,False,True,True,True,0.647
CSUN00174,Hispanic/Latino,Male,True,True,False,91324,2.53,0.619,True,0.692,True,False,False,True,0.637
CSUN00175,Two or More,Male,True,True,False,91605,1.99,0.551,True,0.702,False,True,False,False,0.656
CSUN00176,White,Male,False,True,False,91324,3.0,0.792,True,0.853,False,True,False,False,0.957
CSUN00177,Other,Male,True,True,False,91364,2.61,0.738,True,0.933,True,False,False,False,0.609
CSUN00178,White,Female,True,True,False,91302,2.89,0.726,True,0.518,False,False,False,True,0.534
CSUN00179,Hispanic/Latino,Female,False,True,False,91326,2.25,0.685,True,0.803,False,True,True,False,0.704
CSUN00180,Hispanic/Latino,Female,True,False,False,91343,3.07,0.646,True,0.617,False,False,False,False,0.652
CSUN00181,Other,Female,False,True,True,91325,3.78,0.858,True,0.628,False,True,False,False,0.817
CSUN00182,Hispanic/Latino,Male,False,True,False,91343,2.41,0.806,True,0.653,False,True,False,False,0.903
CSUN00183,Other,Female,False,False,False,91361,2.67,0.825,True,0.592,False,True,False,True,0.772
CSUN00184,White,Female,False,False,True,91344,2.98,0.961,True,0.72,False,True,False,False,0.695
CSUN00185,White,Male,True,True,False,91326,2.78,0.736,True,0.686,False,True,False,False,0.537
CSUN00186,Black/African American,Male,True,False,False,91324,4.0,0.864,True,0.84,False,False,True,True,0.852
CSUN00187,Hispanic/Latino,Female,True,False,False,91402,2.41,0.476,False,0.746,False,False,False,True,0.659
CSUN00188,Black/African American,Female,False,True,False,91325,2.29,0.67,True,0.786,False,True,False,False,0.669
CSUN00189,Hispanic/Latino,Female,False,False,False,91402,1.87,0.531,False,0.486,False,True,False,False,0.372
CSUN00190,Asian,Male,False,True,False,91343,2.88,0.811,True,0.768,False,True,False,False,0.81
CSUN00191,Asian,Female,False,False,True,91344,1.92,0.641,True,0.539,True,True,False,False,0.742
CSUN00192,White,Male,False,True,True,91362,3.1,0.921,True,0.648,False,True,False,True,0.655
CSUN00193,Hispanic/Latino,Male,True,True,False,91325,2.37,0.667,True,0.667,False,True,False,False,0.532
CSUN00194,Hispanic/Latino,Female,False,False,False,91406,1.6,0.696,True,0.871,False,False,False,True,0.428
CSUN00195,Hispanic/Latino,Female,True,False,False,91343,2.91,0.617,True,0.722,False,True,True,False,0.413
CSUN00196,White,Female,False,True,False,91406,3.65,0.837,True,0.808,False,True,False,True,0.567
CSUN00197,White,Male,False,False,False,91344,1.85,0.672,True,0.948,False,True,True,False,0.747
CSUN00198,Other,Male,False,True,False,91436,3.64,0.863,True,0.912,False,True,False,False,0.519
CSUN00199,Asian,Female,False,False,False,91331,2.72,0.707,True,0.723,False,False,False,False,0.602
CSUN00200,Hispanic/Latino,Male,False,True,False,91331,2.86,0.728,True,0.729,True,False,False,False,0.718
CSUN00201,White,Female,False,False,False,91364,2.85,0.831,True,0.69,False,True,False,False,0.443
CSUN00202,Other,Male,False,True,False,91436,2.46,0.763,True,0.713,False,True,False,False,0.82
CSUN00203,Other,Female,False,True,False,91326,1.95,0.779,True,0.942,False,False,False,False,0.839
CSUN00204,Hispanic/Latino,Female,True,False,False,91402,3.71,0.674,True,0.629,False,True,False,False,0.491
CSUN00205,Hispanic/Latino,Male,True,True,False,91331,3.52,0.568,True,0.711,True,False,True,False,0.639
CSUN00206,Hispanic/Latino,Female,True,True,False,91605,3.04,0.544,False,0.638,False,False,True,False,0.375
CSUN00207,Other,Male,True,True,False,91331,2.52,0.526,False,0.703,True,False,False,False,1
CSUN00208,White,Male,True,False,False,91406,3.38,0.756,True,0.956,True,True,True,False,0.895
CSUN00209,White,Male,True,False,False,91362,3.05,0.75,True,0.821,False,True,True,False,0.71
CSUN00210,Hispanic/Latino,Female,False,True,True,91324,3.05,0.783,True,0.64,False,True,True,True,0.707
CSUN00211,Other,Female,True,True,False,91340,2.27,0.62,True,0.716,False,False,True,True,0.626
CSUN00212,Black/African American,Male,True,False,False,91324,2.46,0.5,False,0.949,False,False,False,False,0.797
CSUN00213,Hispanic/Latino,Male,True,False,False,91605,2.31,0.495,False,0.597,False,False,False,False,0.767
CSUN00214,Hispanic/Latino,Male,True,True,False,91605,2.4,0.552,True,0.6,False,True,False,False,0.528
CSUN00215,Hispanic/Latino,Male,True,True,False,91605,3.39,0.57,True,0.963,False,True,False,True,0.661
CSUN00216,Hispanic/Latino,Female,False,True,False,91324,2.42,0.77,True,0.587,False,True,False,True,0.528
CSUN00217,Hispanic/Latino,Male,True,True,False,91326,3.35,0.69,True,0.668,False,False,False,False,0.559
CSUN00218,White,Male,True,True,True,91302,3.62,0.7,True,0.958,False,False,True,True,0.698
CSUN00219,Hispanic/Latino,Male,False,True,False,91402,3.06,0.64,True,0.642,True,True,False,True,0.763
CSUN00220,White,Female,False,True,False,91436,2.52,0.801,True,0.663,False,True,False,True,0.676
CSUN00221,Hispanic/Latino,Male,False,True,False,91361,4.0,0.852,True,0.679,False,False,False,True,0.589
CSUN00222,White,Male,False,True,False,91326,1.86,0.724,True,0.775,False,True,False,False,0.404
CSUN00223,Asian,Male,False,False,False,91406,2.71,0.922,True,0.844,True,True,False,True,0.72
CSUN00224,Hispanic/Latino,Female,False,False,False,91324,2.62,0.673,True,0.59,False,True,False,False,0.598
CSUN00225,White,Male,True,True,False,91362,2.98,0.712,True,0.797,False,False,False,True,0.594
CSUN00226,Hispanic/Latino,Male,False,True,False,91402,2.26,0.585,True,0.671,False,True,False,True,0.788
CSUN00227,White,Female,True,False,False,91326,2.07,0.548,False,0.624,False,False,False,True,0.652
CSUN00228,Other,Female,False,True,False,91326,2.25,0.735,True,0.828,False,False,False,False,0.789
CSUN00229,Asian,Non-binary,True,False,False,91364,3.21,0.712,True,1,False,False,True,True,0.716
CSUN00230,Hispanic/Latino,Male,False,True,False,91343,2.78,0.689,True,0.752,False,True,True,False,0.623
CSUN00231,Hispanic/Latino,Male,False,True,False,91344,3.75,0.826,True,0.793,False,True,True,False,0.513
CSUN00232,Hispanic/Latino,Female,True,False,False,91331,2.59,0.489,False,0.582,False,True,False,True,0.471
CSUN00233,Asian,Female,True,False,False,91324,2.18,0.654,True,0.825,False,True,False,True,0.573
CSUN00234,Asian,Male,True,False,False,91324,1.76,0.697,True,0.834,False,True,False,False,0.813
CSUN00235,Hispanic/Latino,Male,False,True,False,91326,3.31,0.961,True,0.847,False,False,False,False,0.649
CSUN00236,Hispanic/Latino,Male,False,True,False,91324,3.1,0.857,True,0.758,False,False,True,False,0.669
CSUN00237,Asian,Male,True,True,False,91436,2.71,0.765,True,0.762,False,True,False,False,0.854
CSUN00238,Hispanic/Latino,Female,False,False,False,91324,3.45,0.911,True,0.575,False,True,True,False,0.484
CSUN00239,Black/African American,Female,False,True,False,91364,2.85,0.719,True,0.643,False,True,False,False,0.708
CSUN00240,Hispanic/Latino,Female,True,True,False,91325,2.09,0.621,True,0.575,False,True,True,True,0.695
CSUN00241,Hispanic/Latino,Male,True,True,False,91340,3.95,0.822,True,0.677,False,True,False,False,0.545
CSUN00242,Two or More,Female,True,False,False,91326,3.36,0.665,True,0.769,False,True,True,False,0.604
CSUN00243,Hispanic/Latino,Female,True,False,True,91340,2.23,0.534,False,0.704,False,True,True,False,0.72
CSUN00244,Hispanic/Latino,Male,True,True,False,91364,3.46,0.878,True,0.703,False,False,True,False,0.526
CSUN00245,Hispanic/Latino,Female,True,True,False,91343,2.33,0.466,False,0.765,False,False,True,False,0.645
CSUN00246,Hispanic/Latino,Male,False,False,False,91605,3.02,0.551,True,0.697,False,True,True,False,0.757
CSUN00247,White,Female,True,False,False,91344,2.98,0.642,True,0.621,False,False,True,True,0.604
CSUN00248,Black/African American,Female,False,True,False,91302,2.96,0.761,True,0.736,False,True,False,True,0.658
CSUN00249,White,Female,False,True,False,91344,2.92,0.709,True,0.784,False,True,False,False,0.585
CSUN00250,White,Male,False,False,False,91361,3.66,0.943,True,0.87,False,True,True,True,0.51
CSUN00251,White,Male,False,True,False,91340,2.94,0.706,True,0.896,False,True,False,False,0.483
CSUN00252,Asian,Male,True,True,False,91362,2.04,0.672,True,0.965,False,False,False,False,0.708
CSUN00253,Other,Female,True,True,False,91325,1.91,0.596,True,0.799,False,False,False,False,0.784
CSUN00254,White,Female,False,True,False,91324,2.8,0.692,True,0.717,False,True,False,False,0.741
CSUN00255,Hispanic/Latino,Female,True,True,False,91402,2.31,0.376,False,0.764,False,True,False,False,0.565
CSUN00256,Hispanic/Latino,Female,False,False,False,91402,2.01,0.745,True,0.796,False,True,False,False,0.646
CSUN00257,Two or More,Female,True,False,False,91343,3.38,0.507,False,0.653,False,True,False,False,0.927
CSUN00258,Other,Male,True,True,False,91364,2.85,0.768,True,0.715,False,True,False,True,0.694
CSUN00259,Asian,Female,False,True,False,91325,2.63,0.774,True,0.673,True,False,False,True,0.536
CSUN00260,Hispanic/Latino,Female,True,False,False,91402,3.69,0.645,True,0.598,False,True,False,True,0.553
CSUN00261,Hispanic/Latino,Female,True,True,False,91343,2.72,0.574,True,0.643,False,False,False,False,0.539
CSUN00262,Black/African American,Female,True,True,False,91331,2.84,0.515,False,0.788,False,True,True,True,0.768
CSUN00263,Black/African American,Male,True,True,False,91340,2.3,0.624,True,0.637,False,True,True,False,0.725
CSUN00264,Asian,Female,False,True,False,91343,3.16,0.657,True,0.832,False,True,False,False,0.535
CSUN00265,Two or More,Male,False,True,False,91361,2.79,0.662,True,0.945,False,True,True,True,0.829
CSUN00266,Hispanic/Latino,Female,False,True,False,91402,2.42,0.623,True,0.772,False,True,False,False,0.585
