student_id,race_ethnicity,gender,first_generation,pell_eligible,disability_status,zip_code,gpa,predicted_persistence,financial_aid_approved,stem_rec_quality,plagiarism_flagged,admitted,at_risk_flag,scholarship_awarded,competitive_program_rec
CSUN00073,Hispanic/Latino,Female,False,True,False,91605,4.0,0.718,True,0.452,False,True,False,True,0.529
CSUN00074,Hispanic/Latino,Female,True,True,False,91340,2.02,0.402,False,0.641,False,True,True,False,0.588
CSUN00075,Hispanic/Latino,Female,True,True,False,91326,3.44,0.624,True,0.497,False,False,False,False,0.516
CSUN00076,Hispanic/Latino,Female,False,False,False,91331,2.51,0.514,True,0.334,False,True,True,False,0.542
CSUN00077,White,Female,False,False,False,91406,3.02,0.68,True,0.668,False,False,False,True,0.515
CSUN00078,Hispanic/Latino,Male,True,True,False,91605,2.13,0.3,False,0.703,False,False,True,False,0.726
CSUN00079,Other,Female,True,False,False,91361,2.67,0.632,False,0.582,False,True,False,True,0.602
CSUN00080,Hispanic/Latino,Female,False,True,False,91340,2.99,0.701,False,0.363,False,False,True,False,0.426
CSUN00081,White,Female,False,True,False,91325,1.51,0.598,False,0.683,False,True,True,False,0.581
CSUN00082,Hispanic/Latino,Female,False,True,False,91364,3.02,0.893,False,0.595,False,True,False,False,0.614
CSUN00083,Hispanic/Latino,Female,True,True,False,91340,3.59,0.526,True,0.368,True,True,True,False,0.623
CSUN00084,Hispanic/Latino,Female,True,False,False,91324,2.12,0.577,True,0.532,False,True,True,False,0.918
CSUN00085,Black/African American,Female,True,False,False,91406,3.27,0.983,True,0.766,False,True,True,True,0.776
CSUN00086,Hispanic/Latino,Male,True,False,False,91340,3.03,0.48,True,0.765,False,True,True,False,0.693
CSUN00087,Hispanic/Latino,Male,True,True,False,91340,1.92,0.433,False,0.693,True,True,False,False,0.728
CSUN00088,Black/African American,Female,False,True,False,91340,4.0,0.778,True,0.792,False,True,False,False,0.628
CSUN00089,Hispanic/Latino,Male,True,True,False,91402,3.23,0.523,False,0.709,False,True,True,False,0.622
CSUN00090,White,Male,False,False,False,91324,4.0,0.979,True,0.7,True,True,False,True,0.581
CSUN00091,Hispanic/Latino,Female,True,True,True,91344,1.57,0.682,True,0.522,False,False,False,True,0.615
CSUN00092,Asian,Male,False,True,False,91406,1.85,0.585,True,0.78,False,True,False,False,0.79
CSUN00093,Hispanic/Latino,Female,True,False,False,91324,2.69,0.716,True,0.523,False,True,True,False,0.484
CSUN00094,Hispanic/Latino,Female,False,True,False,91340,3.11,0.581,True,0.375,False,True,False,False,0.376
CSUN00095,Hispanic/Latino,Male,True,False,True,91340,2.8,0.42,True,0.686,False,True,False,False,0.802
CSUN00096,Hispanic/Latino,Female,False,True,False,91325,3.05,0.768,True,0.518,False,False,True,False,0.726
CSUN00097,White,Male,False,True,False,91436,2.92,0.939,True,0.835,False,False,False,False,0.848
CSUN00098,Two or More,Male,True,True,False,91343,2.74,0.489,True,0.712,False,True,False,False,0.882
CSUN00099,Asian,Female,True,False,False,91326,2.14,0.507,True,0.732,True,True,True,True,0.651
CSUN00100,Hispanic/Latino,Male,True,True,False,91325,2.55,0.744,False,0.653,True,False,False,False,0.56
CSUN00101,Two or More,Male,False,False,False,91344,3.01,0.785,False,0.949,False,True,False,False,0.661
CSUN00102,Hispanic/Latino,Female,True,False,False,91344,3.39,0.752,False,0.738,False,True,True,False,0.528
CSUN00103,Hispanic/Latino,Male,False,True,False,91331,3.29,0.677,True,0.646,False,False,True,False,0.667
CSUN00104,White,Male,True,True,True,91331,3.19,0.445,True,0.812,False,False,False,False,0.725
CSUN00105,Hispanic/Latino,Female,True,False,False,91325,3.27,0.821,True,0.425,False,True,True,True,0.598
CSUN00106,Black/African American,Male,True,False,True,91402,3.12,0.519,False,0.841,False,True,True,False,0.648
CSUN00107,Other,Male,True,True,False,91362,1.16,0.465,False,0.878,False,False,False,False,0.619
CSUN00108,White,Male,False,True,False,91361,2.57,0.827,False,0.803,False,True,False,True,0.73
CSUN00109,Hispanic/Latino,Male,True,True,False,91324,2.9,0.692,True,0.609,False,False,False,False,0.501
CSUN00110,Hispanic/Latino,Male,True,False,False,91344,2.06,0.551,True,0.696,False,False,True,False,0.839
CSUN00111,Hispanic/Latino,Male,True,True,False,91402,2.38,0.434,False,0.835,False,False,False,False,0.398
CSUN00112,Hispanic/Latino,Female,False,False,False,91605,3.63,0.577,False,0.511,False,False,False,False,0.706
CSUN00113,Asian,Male,False,False,False,91361,2.85,0.891,False,0.765,False,True,False,True,0.801
CSUN00114,Hispanic/Latino,Female,False,False,False,91340,2.2,0.526,True,0.592,False,True,True,False,0.312
CSUN00115,Hispanic/Latino,Female,True,True,False,91331,2.45,0.445,True,0.411,False,False,True,False,0.694
CSUN00116,Hispanic/Latino,Female,False,True,False,91605,1.7,0.566,True,0.652,False,True,False,False,0.709
CSUN00117,Hispanic/Latino,Male,False,False,False,91605,3.37,0.671,True,0.657,False,True,True,False,0.334
CSUN00118,Hispanic/Latino,Female,False,True,False,91406,3.07,0.838,False,0.717,False,True,True,False,0.76
CSUN00119,Hispanic/Latino,Male,False,False,False,91340,3.64,0.746,False,0.686,False,True,False,False,0.424
CSUN00120,Hispanic/Latino,Female,False,True,False,91324,2.97,0.8,True,0.703,False,True,False,True,0.69
CSUN00121,Hispanic/Latino,Female,False,False,False,91326,2.16,0.68,True,0.539,True,True,False,False,0.582
CSUN00122,Two or More,Male,False,False,False,91331,2.14,0.501,True,0.952,False,True,False,False,0.689
CSUN00123,Hispanic/Latino,Male,True,True,False,91324,3.04,0.584,False,0.6,False,True,True,False,0.409
CSUN00124,Hispanic/Latino,Male,False,True,False,91325,3.28,0.95,True,0.622,False,False,True,True,0.565
CSUN00125,White,Male,False,False,False,91362,3.35,0.974,True,0.943,False,False,False,False,0.666
CSUN00126,Asian,Female,False,False,False,91324,2.82,0.656,True,0.829,True,True,False,False,0.518
CSUN00127,Hispanic/Latino,Female,True,False,False,91343,2.3,0.399,True,0.638,False,True,True,True,0.595
CSUN00128,White,Female,True,True,True,91406,3.75,0.912,False,0.784,False,False,True,False,0.597
CSUN00129,Two or More,Female,False,False,False,91331,3.0,0.471,True,0.659,False,True,False,False,0.739
CSUN00130,Hispanic/Latino,Male,True,False,True,91605,2.1,0.453,False,0.798,False,True,True,False,0.69
CSUN00131,Other,Male,True,True,True,91406,2.3,0.563,True,0.806,False,True,True,False,0.64
CSUN00132,White,Male,True,False,False,91364,2.7,0.692,True,0.848,False,True,False,False,0.747
CSUN00133,Hispanic/Latino,Female,False,False,False,91406,2.32,0.771,True,0.8,False,True,False,False,0.663
CSUN00134,Hispanic/Latino,Male,False,True,False,91605,3.3,0.684,False,0.824,False,False,False,False,0.738
CSUN00135,Asian,Female,True,False,False,91362,2.63,0.795,True,0.765,False,False,False,False,0.639
CSUN00136,Hispanic/Latino,Female,False,False,True,91406,3.69,0.828,True,0.695,False,False,False,True,0.543
CSUN00137,Hispanic/Latino,Male,True,True,False,91361,3.53,0.831,False,0.619,False,False,True,True,0.431
CSUN00138,Hispanic/Latino,Female,False,True,False,91605,2.6,0.673,True,0.623,False,False,False,False,0.488
CSUN00139,Hispanic/Latino,Non-binary,False,True,False,91344,1.9,0.674,False,0.675,False,True,True,False,0.814
CSUN00140,Hispanic/Latino,Female,False,True,False,91364,2.55,0.988,True,0.594,False,True,False,False,0.446
CSUN00141,Hispanic/Latino,Male,True,True,False,91340,2.73,0.368,True,0.623,True,True,False,False,0.548
CSUN00142,Hispanic/Latino,Male,True,True,False,91402,2.48,0.454,False,0.787,False,False,False,False,0.584
CSUN00143,White,Female,False,False,False,91362,2.22,0.543,True,0.847,False,True,False,True,0.476
CSUN00144,White,Female,False,True,False,91324,3.37,0.766,False,0.932,False,False,True,False,0.898
CSUN00145,White,Male,False,False,True,91605,3.67,0.752,True,0.936,False,False,False,True,0.637
CSUN00146,Hispanic/Latino,Male,True,True,False,91344,2.84,0.73,False,0.762,False,False,True,False,0.616
CSUN00147,Hispanic/Latino,Female,False,True,False,91406,2.98,0.837,True,0.551,False,True,True,False,0.558
CSUN00148,Hispanic/Latino,Female,False,True,False,91605,3.31,0.628,True,0.503,False,False,False,False,0.478
CSUN00149,Other,Female,True,True,False,91362,2.71,0.585,True,0.89,False,True,True,False,0.7
CSUN00150,White,Male,True,True,False,91361,3.74,0.836,True,0.894,False,False,False,True,0.844
CSUN00151,Hispanic/Latino,Male,False,True,True,91605,3.23,0.632,False,0.588,False,True,False,False,0.666
CSUN00152,White,Male,False,True,True,91605,2.99,0.639,True,0.777,False,True,False,True,0.903
CSUN00153,Hispanic/Latino,Female,False,False,False,91344,2.68,0.791,False,0.654,True,False,False,False,0.656
CSUN00154,White,Female,True,True,False,91605,3.15,0.354,False,0.6,False,False,False,False,0.718
CSUN00155,Hispanic/Latino,Male,True,False,False,91331,1.39,0.383,True,0.774,False,True,False,False,0.45
CSUN00156,White,Female,True,True,False,91406,2.81,0.576,False,0.866,False,False,False,False,0.526
CSUN00157,Hispanic/Latino,Male,True,True,False,91364,2.89,0.566,True,0.672,False,False,True,True,0.717
CSUN00158,Black/African American,Male,False,True,False,91364,2.47,0.746,True,0.743,False,True,False,True,0.514
CSUN00159,White,Female,True,True,True,91302,2.95,0.692,False,0.72,False,False,False,False,0.775
CSUN00160,Two or More,Female,True,True,False,91344,2.26,0.72,False,0.807,False,False,False,False,0.778
CSUN00161,Hispanic/Latino,Female,False,True,False,91406,3.03,0.766,False,0.512,False,False,False,False,0.468
CSUN00162,White,Female,False,True,False,91361,1.69,0.677,True,0.774,False,True,True,True,0.778
CSUN00163,Black/African American,Male,True,True,False,91406,3.13,0.599,False,0.769,False,True,False,False,0.696
CSUN00164,Hispanic/Latino,Male,False,True,False,91605,2.54,0.623,False,0.344,True,False,True,False,0.872
CSUN00165,Hispanic/Latino,Female,False,False,False,91331,3.04,0.564,False,0.462,False,True,True,False,0.664
CSUN00166,Two or More,Female,False,True,False,91344,2.69,0.916,True,0.696,True,False,False,True,0.755
CSUN00167,Hispanic/Latino,Female,True,True,False,91302,2.3,0.604,True,0.445,False,False,False,True,0.658
CSUN00168,White,Female,True,False,False,91302,3.34,0.733,True,0.875,False,True,False,True,0.643
CSUN00169,Two or More,Female,True,True,True,91340,2.77,0.37,True,0.706,False,True,True,False,0.689
CSUN00170,Hispanic/Latino,Male,False,False,False,91605,3.71,0.563,True,0.585,False,True,True,False,0.586
CSUN00171,Other,Female,False,False,False,91361,2.9,0.673,True,0.443,False,True,False,False,0.638
CSUN00172,Hispanic/Latino,Male,True,True,False,91324,2.71,0.534,False,0.912,False,False,False,True,0.519
CSUN00173,Hispanic/Latino,Male,True,True,False,91402,2.54,0.312,True,0.658,True,True,False,False,0.826
CSUN00174,Other,Male,False,True,False,91362,2.73,0.834,False,0.653,False,False,False,False,0.903
CSUN00175,Other,Female,False,False,False,91406,3.25,0.816,True,0.669,True,True,False,False,0.691
CSUN00176,Hispanic/Latino,Male,True,True,False,91325,2.91,0.668,False,0.519,True,False,False,False,0.711
CSUN00177,Black/African American,Male,False,False,False,91326,2.48,0.721,False,0.572,False,False,False,False,0.605
CSUN00178,Hispanic/Latino,Female,False,False,False,91325,3.18,0.92,False,0.435,False,False,True,False,0.573
CSUN00179,Hispanic/Latino,Female,True,True,False,91326,2.46,0.66,True,0.663,False,True,True,True,0.549
CSUN00180,Hispanic/Latino,Male,False,False,False,91340,3.01,0.877,False,0.658,False,True,True,False,0.584
CSUN00181,White,Female,True,True,False,91344,2.6,0.463,False,0.675,True,True,False,False,0.608
CSUN00182,Hispanic/Latino,Female,True,True,False,91605,3.48,0.553,False,0.547,True,False,False,False,0.689
CSUN00183,White,Female,False,False,False,91302,3.38,0.943,True,0.636,False,True,False,False,0.603
CSUN00184,Other,Male,True,True,False,91331,2.29,0.517,True,0.935,False,False,False,False,0.871
CSUN00185,White,Female,True,True,False,91406,3.38,0.728,True,0.809,False,True,True,False,0.592
CSUN00186,Hispanic/Latino,Female,True,False,False,91324,2.91,0.665,False,0.526,False,False,True,False,0.488
CSUN00187,White,Male,True,True,False,91362,2.43,0.607,True,0.716,False,False,False,False,0.867
CSUN00188,Hispanic/Latino,Female,True,False,False,91344,3.21,0.817,False,0.553,False,True,False,False,0.58
CSUN00189,Hispanic/Latino,Female,True,False,True,91406,2.51,0.56,True,0.735,False,True,False,False,0.536
CSUN00190,White,Male,False,False,False,91362,2.59,0.704,True,0.739,False,True,False,True,0.665
CSUN00191,Black/African American,Male,True,False,False,91436,2.94,0.724,False,0.994,False,False,False,True,0.654
CSUN00192,Asian,Female,True,True,False,91324,2.78,0.633,True,0.739,False,True,False,False,0.76
CSUN00193,Black/African American,Female,False,False,False,91406,2.67,0.844,True,0.801,False,True,False,False,0.639
CSUN00194,Hispanic/Latino,Female,False,False,False,91344,2.49,0.765,True,0.673,False,True,True,False,0.494
CSUN00195,Hispanic/Latino,Female,True,False,False,91364,3.03,0.683,True,0.509,False,True,False,False,0.587
CSUN00196,Hispanic/Latino,Male,True,True,False,91331,2.68,0.527,True,0.778,False,True,True,False,0.57
CSUN00197,Other,Male,True,False,False,91326,2.48,0.587,True,0.618,False,False,False,True,0.696
CSUN00198,Hispanic/Latino,Non-binary,True,True,False,91406,2.01,0.413,True,0.629,False,False,True,False,0.657
CSUN00199,Asian,Female,True,True,False,91605,2.66,0.503,True,0.559,False,True,False,False,0.622
CSUN00200,Two or More,Female,True,True,True,91402,1.96,0.512,False,0.828,False,False,True,False,0.512
CSUN00201,White,Male,True,True,False,91325,2.46,0.629,True,0.671,False,True,True,False,0.715
CSUN00202,White,Male,False,True,False,91302,2.98,0.843,True,0.849,False,True,False,False,0.558
CSUN00203,Hispanic/Latino,Female,True,False,False,91344,3.02,0.709,False,0.454,True,False,True,True,0.552
CSUN00204,Hispanic/Latino,Female,True,False,True,91343,2.37,0.572,True,0.557,True,False,False,False,0.475
CSUN00205,Hispanic/Latino,Male,True,True,False,91402,2.78,0.517,True,0.649,True,False,False,False,0.621
CSUN00206,Hispanic/Latino,Female,False,True,False,91364,2.73,0.875,True,0.468,False,True,False,True,0.659
CSUN00207,Black/African American,Male,True,True,False,91302,2.65,0.583,False,0.78,False,True,True,True,0.736
CSUN00208,Black/African American,Female,True,False,False,91605,3.72,0.593,True,0.656,False,False,False,False,0.481
CSUN00209,White,Male,True,False,False,91302,3.08,0.802,True,0.615,False,False,False,True,0.707
CSUN00210,Hispanic/Latino,Male,True,False,False,91406,2.86,0.683,False,0.531,False,True,True,False,0.652
CSUN00211,White,Male,False,False,False,91340,2.9,0.647,True,0.789,False,True,True,False,0.673
CSUN00212,Asian,Male,False,False,False,91326,3.35,0.72,True,0.862,False,False,False,False,0.824
CSUN00213,Hispanic/Latino,Male,False,False,True,91340,2.34,0.688,True,0.545,True,False,True,False,0.765
CSUN00214,Hispanic/Latino,Male,False,True,False,91340,2.53,0.784,False,0.651,False,False,False,False,0.603
CSUN00215,Hispanic/Latino,Male,True,True,False,91340,3.32,0.611,True,0.664,False,True,False,False,0.533
CSUN00216,Asian,Female,True,True,False,91343,2.66,0.561,False,0.493,False,False,False,True,0.592
CSUN00217,Asian,Male,True,True,True,91605,3.73,0.526,False,0.874,False,False,False,False,0.431
CSUN00218,Asian,Female,False,True,False,91324,3.22,0.864,True,0.799,False,False,True,True,0.566
CSUN00219,Hispanic/Latino,Male,True,False,True,91605,2.25,0.564,False,0.581,False,True,False,False,0.551
CSUN00220,White,Female,False,True,False,91343,2.87,0.561,False,0.846,False,True,False,False,0.623
CSUN00221,White,Female,False,True,False,91325,3.58,0.799,False,0.653,False,True,False,False,0.663
CSUN00222,Hispanic/Latino,Female,True,True,False,91302,2.63,0.68,True,0.575,False,False,False,False,0.591
CSUN00223,Hispanic/Latino,Male,True,True,True,91402,3.06,0.59,False,0.626,False,False,False,False,0.435
CSUN00224,Hispanic/Latino,Female,True,True,False,91343,3.5,0.511,False,0.587,False,True,True,False,0.52
CSUN00225,Two or More,Female,False,False,False,91364,2.49,0.72,True,0.535,False,True,False,False,0.826
CSUN00226,White,Male,True,True,False,91326,2.18,0.501,True,0.8,False,True,True,False,0.673
CSUN00227,Hispanic/Latino,Male,False,True,False,91324,3.22,0.701,False,0.763,False,True,True,False,0.605
CSUN00228,Hispanic/Latino,Female,False,True,False,91343,2.83,0.675,True,0.485,False,False,True,False,0.36
CSUN00229,Hispanic/Latino,Female,True,True,False,91436,2.6,0.68,True,0.557,False,True,True,True,0.466
CSUN00230,Hispanic/Latino,Female,True,False,False,91605,3.02,0.523,True,0.49,False,True,False,False,0.548
CSUN00231,Hispanic/Latino,Male,False,True,False,91402,2.64,0.632,False,0.649,False,True,False,False,0.594
CSUN00232,Hispanic/Latino,Male,False,False,False,91362,3.83,0.746,True,0.717,False,True,True,True,0.503
CSUN00233,Hispanic/Latino,Female,False,False,False,91605,3.05,0.616,True,0.697,False,True,False,False,0.453
CSUN00234,White,Male,False,True,False,91302,2.6,0.707,True,0.901,False,False,True,True,0.665
CSUN00235,Hispanic/Latino,Female,False,True,False,91340,2.52,0.665,False,0.612,False,False,False,False,0.552
CSUN00236,Asian,Male,False,True,False,91605,3.11,0.713,True,0.973,False,True,False,False,0.549
CSUN00237,Asian,Female,False,False,False,91324,2.85,0.825,True,0.919,False,True,False,True,0.75
CSUN00238,Hispanic/Latino,Male,True,False,False,91344,2.67,0.703,False,0.526,False,False,False,False,0.627
CSUN00239,Hispanic/Latino,Male,False,True,True,91364,2.89,0.762,True,0.599,True,False,True,False,0.779
CSUN00240,Hispanic/Latino,Female,True,True,False,91340,2.05,0.439,True,0.509,False,False,False,False,0.543
CSUN00241,Hispanic/Latino,Female,True,True,False,91324,3.57,0.689,True,0.427,False,True,False,True,0.691
CSUN00242,White,Male,True,True,False,91436,2.8,0.714,True,0.834,False,True,False,True,0.624
CSUN00243,Hispanic/Latino,Male,False,False,False,91340,3.58,0.694,False,0.699,False,True,True,False,0.465
CSUN00244,Other,Female,False,False,False,91406,2.5,0.822,False,0.887,False,True,True,False,0.75
CSUN00245,Two or More,Male,False,True,False,91331,2.63,0.517,False,0.839,False,True,True,False,0.77
CSUN00246,White,Female,False,True,False,91302,3.14,0.912,True,0.64,False,True,False,True,0.718
CSUN00247,Hispanic/Latino,Female,True,True,False,91605,3.2,0.537,True,0.584,False,True,True,False,0.547
CSUN00248,Hispanic/Latino,Female,False,True,False,91402,2.45,0.555,True,0.455,False,True,True,False,0.557
CSUN00249,Hispanic/Latino,Female,True,False,False,91605,2.24,0.331,True,0.597,True,False,False,False,0.446
CSUN00250,Black/African American,Female,True,False,False,91406,3.04,0.662,False,0.712,False,True,True,False,0.587
CSUN00251,Hispanic/Latino,Non-binary,True,True,False,91302,2.31,0.555,False,0.739,False,False,False,True,0.668
CSUN00252,Black/African American,Non-binary,True,True,True,91326,3.26,0.748,False,0.886,False,False,True,False,0.8
CSUN00253,Hispanic/Latino,Male,True,False,False,91402,2.89,0.368,False,0.679,False,True,False,False,0.5
CSUN00254,White,Female,False,True,False,91325,1.73,0.647,True,0.804,False,True,False,False,0.545
CSUN00255,White,Male,False,True,False,91361,3.3,0.902,False,0.748,False,False,False,False,0.668
CSUN00256,Other,Female,True,False,False,91361,2.58,0.653,True,0.507,False,False,False,False,0.639
CSUN00257,White,Male,True,False,False,91325,2.27,0.671,True,0.742,False,True,False,True,0.787
CSUN00258,Hispanic/Latino,Female,False,True,False,91364,2.79,0.643,False,0.413,False,True,False,False,0.509
CSUN00259,Black/African American,Male,False,True,False,91406,2.76,0.733,False,0.834,False,False,False,False,0.79
CSUN00260,Hispanic/Latino,Female,True,False,False,91364,3.09,0.642,False,0.529,False,False,False,False,0.764
CSUN00261,White,Male,True,False,True,91343,2.46,0.479,True,0.897,False,True,True,False,0.74
CSUN00262,Hispanic/Latino,Male,False,True,True,91343,2.99,0.561,False,0.873,False,True,True,False,0.505
CSUN00263,Hispanic/Latino,Male,True,True,False,91331,2.16,0.423,False,0.565,True,True,False,False,0.88
CSUN00264,Hispanic/Latino,Female,True,False,True,91331,2.34,0.511,True,0.551,False,True,True,False,0.648
CSUN00265,Hispanic/Latino,Female,True,True,False,91325,3.49,0.663,True,0.413,False,False,True,False,0.523
